conteudo,id_str,alegria,amor,medo,raiva,tristeza,ironia,nulo
"EMBRAPA BA, PROMOVENDO FORRÓ LULA LIVRE EM PATRIMÔNIO PÚBLICO @BolsonaroSP
@DamaresAlves @jairbolsonaro @tarcisiogdf @policiafederal
#GrandeDia #BrasilNasRuas https://t.co/rMhLjMrSI3",1133125538883751936,0,0,0,0,0,1,0
"Ato em BH MUITO grande, me surpreendeu muito. Tão grande ou um pouco maior que dia 15. Potente, com um viés ainda mais marcante de esquerda, muito animado. #30MpelaEducacao https://t.co/aA7Ed63hRc",1134237720132427781,1,0,0,0,0,0,0
#Tsunami30M #30MpelaEducacao #BrasilPelaEducacao #BrasilPelaEducacao #30M #TsunamiDaEducacao https://t.co/9MB3v2K3Q9,1134270964877922304,0,0,0,0,0,0,1
"Adm do Politize-se e professora @Marilda36006896, tbm foi às ruas em Capão da Canoa em defesa da Educação. 

#TsunamiDaEducação
#15MGreveGeral
#ForaBolsonaro
#EducacaoNaoeBalburdia 
#UniversidadeNaRua #NaRuaPelaEducacao 
#15deMaio 
#defendendoaeducação https://t.co/DIgYytVO4l",1128759497483177984,1,0,0,0,1,0,1
"#30MpelaEducacao 

#Dia30MeuFilhoNaoVai https://t.co/y7nRCnUTId",1134150004531171328,0,0,0,0,0,0,1
#30M ✊ A união faz a #resistência. https://t.co/apJRzIPG8X,1133393572487663616,1,0,0,0,0,0,1
"@anavieira8_v Como pode esses jovens sendo usados pra palanque político, ñ passam de massa de manobra. #Dia30EuVouTrabalhar 
#Dia30MeuFilhoNaoVai",1134197034821570560,0,0,0,1,1,0,1
"#30MpelaEducacao #30MpelaEducacao #BrasilPelaEducação 
Foto@fabianaribeirofotografia https://t.co/opEcHlJzhM",1134863819665264640,0,0,0,0,0,0,1
#TodosPelaEducação https://t.co/jbp5QPC6Z7,1128989671264940035,0,0,0,0,0,0,1
"@RenovaMidia Oxi ,agora ? #BrasilNasRuas",1132779589934231554,0,0,0,0,0,0,2
#Dia30MeuFilhoNaoVai,1133867194234867718,0,0,0,0,0,0,1
"+1 pra sua coleção @jairbolsonaro de chefes de estado americanos que ou te menosprezam ou te odeiam? Eleição acabou mas #EleNão será sempre atual pq tirando os seus, que somem, ninguém te quer onde quer que vc vá #TsunamiDaEducação
#NaRuaPelaEducação #15M

https://t.co/OV981EJY5T",1128970766282874882,0,0,0,1,0,0,0
#30MpelaEducacao https://t.co/qnJIylgB10,1134224156214603776,0,0,0,0,0,0,1
"Não... Mas é que .... Dialogar ... Articulação ... Sabe como é, os políticos , em sua base, fizeram compromissos com prefeitos ... Não, não e troca de cargos .... É articulação.. é dialogar... Parcela da sociedade , incluindo o PR .... Político é político... #BrasilNasRuas https://t.co/ZQCvhaiUpV",1133193503784275968,0,0,0,0,0,0,1
"@luciano_hang Vergonha nenhuma. Ela me representa!!! 
#Tsunami13A 
#TsunamiDaEducacao",1158537843347795972,0,1,0,0,0,0,0
"@EuSouMBC @davidvix50 Estive com vocês em Copacabana, está lindo! Nós que agradecemos! Muito obrigado pela força! 🇧🇷🇧🇷🇧🇷#BrasilNasRuas",1145479419160666112,0,1,0,0,0,0,0
"@EduMiranda1974 @Alvaro_de_Faria Todos teremos que pagar pelos erros, pela corrupção, povo está ciente da conta, e mesmo assim estão lá, tentando mudar a situação caótica em que chegamos, vamos ter que pagar sim por uma conta que não é nossa, mas ficar parado só vai aumentar essa dívida!! 
#BrasilNasRuas",1133003309265182720,0,0,0,1,0,0,0
@EntBR @folha #BrasilNasRuas,1132780424940457986,0,0,0,0,0,0,1
"@passarosErosas @Maufalavigna Eu sou favorável à legalização do ""crenticídio"" sem restrições!!!

🤡🤡🤡🤡🤡
#TsunamiDaEducacao 
#BolsonaroEnvergonhaOBrasil
#01PresoAmanha
#LulaLivre",1131668451506950144,0,0,0,0,0,1,0
"#BrasilNasRuas 
#BolsonaroNossoPresidente 
#NordesteComBolsonaro https://t.co/983X6WvHY2",1132795186017460225,0,1,0,0,0,0,0
"@Liasr4881 @Rosemar41067816 @BlogdoNoblat Mas nãun! Me engana que eu gosto, preguiça dessa gente, ainda não entenderam que o povo acordou #BrasilNasRuas",1133729232255901697,0,0,0,0,0,1,0
"@jairbolsonaro @Bossonaria Presidentaço JB,
Felizmente, o Brasil hj está + esclarecido.
Não embarcamos nas lorotas dos jornalistas militantes.
Eles falam p/uma plateia vazia.
As manifestações foram sucesso em todo o país, baseadas num ideal construtivo: a aprovação das reformas.
Gde abraço!
#BrasilNasRuas",1132788327692886016,0,0,0,0,0,1,0
#BrasilNasRuas https://t.co/hLYGc5kWdq,1132869990598762498,0,0,0,0,0,0,1
#30MpelaEducacao https://t.co/ssbVjNvTWn,1134227491776860161,0,0,0,0,0,0,1
Normalista na luta! #TodosPelaEducação https://t.co/xO59EuL5ai,1128799322915655682,0,0,0,1,0,0,2
"Em Ilhabela, SP, estudantes fizeram uma roda e cantaram em defesa da educação. País sem cultura é país sem educação!
Vídeo: @ligoalavezzo / Estudantes NINJA
#TodosPelaEducação #TsunamidaEducação #NaRuaPelaEducação https://t.co/hLqWWGauh6",1128804909107826689,1,0,0,0,0,0,0
"Aonde vamos parar com esse presidente inútil??
#todospelaeducacao",1129018283670343686,0,0,0,1,0,0,0
"Após manifestações massivas do #15M e #30M nas últimas semanas, trabalhadores e trabalhadoras vão entrar em greve geral contra a Reforma da Previdência, no dia 14 de junho. Baixe conteúdo aqui! #14J https://t.co/DfpaALW0QR #Greve14J",1136982039603961857,0,0,0,0,0,0,1
"Eu só acho que o @jairbolsonaro baixou muito a guarda para estes porras, eu não concordo em reduzir verba pra nada que é do povo e para o povo, mas estamos falidos moralmente e financeiramente!! #TsunamiDaEducação #todospelaeducacao #NaRuaPelaEducacao #MP870VotoNominal",1128732381643444226,0,0,0,1,0,0,0
#30M UNIFICOU! https://t.co/6fZP1AP6XE,1134239636828635142,0,0,0,0,0,0,1
"#Tsunami30M #ReformaDaPrevidenciaNAO
#30MpelaEducacao 
#30MpelaPrevidencia https://t.co/CCjGch7hA9",1133483117459726336,0,0,0,0,0,0,1
"Da onde tiraram esse ministro, gente?!
 #NaRuaPelaEducacao https://t.co/DF8HaRKhIL",1128745581772513280,0,0,0,0,0,1,0
#GrandeDia ! #BrasilNasRuas ! https://t.co/n8j7lKeUZA,1133049404414464000,0,0,0,0,0,0,1
Los hombres que son luz y guía de los pueblos tienen un sitio reservado en la historia de la Humanidad. Este #13DeAgosto celebramos el 93 aniversario del natalicio del #ComandanteEterno #FidelPorSiempre en la obra de la Revolución #JovenClubCuba #FidelVive #FidelentreNosotros https://t.co/4AqCsWrS9o,1161414726695510016,0,0,0,0,0,0,1
"Grande protesto!!!
#Dia30EuVouTrabalhar 
#PLN4AprovaJa 
#Marolinha30M https://t.co/xleRvn1OKI",1134244839481122817,1,0,0,0,0,1,0
#30MpelaEducacao #30M #Tsunami30M #fofoscontrabolsonaro https://t.co/fTJNALbCW3,1134228679901483013,2,0,0,0,0,0,1
#LuteComoUmEstudante #30mpelaeducacao 😍💞🤩👊🤜💪✊ https://t.co/nJIuwsB0bA,1134245683903508481,0,2,0,0,0,0,1
#Dia30EuVouTrabalhar,1134180143809859587,0,0,0,0,0,0,2
@xxxgonzaga #Dia30EuVouTrabalhar,1134267055111376899,0,0,0,0,0,0,1
#TsunamiDaEducação #TodosPelaEducação #Dia30VaiSerMaior https://t.co/K4yH3gZQk4,1131988472653393920,0,0,0,0,0,0,1
"Orientação de conduta nas manifestações. 
COMPARTILHEM, DIVULGUEM O MÁXIMO. 

#Tsunami13Agosto
#Tsunami13A #TsunamiDaEducacao #13A #LulaLivreTercaSDV #ForaBolsonaro #EleiçõesFraudadas2018 https://t.co/FN4CK56zib",1161273815252553733,0,0,0,0,0,0,1
@Luiz05292218 #BrasilNasRuas,1132787524265553925,0,0,0,0,0,0,1
"5 pessoas na paulista, diz o especialista da globolixo.
#BrasilNasRuas https://t.co/DfSzkWNffi",1132779075620225024,0,0,0,1,0,0,0
...#BrasilNasRuas https://t.co/39lIASmwyG,1132790045755281408,0,0,0,0,0,0,1
#ÁnguloNacional | #PrimerasPlanas #LaPortada #13deAgosto @elheraldo_mx | GOBERNADORES LE PIDEN AUXILIO A AMLO https://t.co/fNssxaWjKP,1161248757469417472,0,0,0,0,0,0,1
"To aqui vendo o jogo do Flamengo mas não to fora da luta pra manter nossa educação viva não!!
Vamos mostrar pra esse pseudo-presidente que não desistiremos!! #todospelaeducacao #ForaBolsonaro",1128834931348725760,0,0,0,1,0,0,0
"@taliriapetrone Queremos CPF cancelados!!
#Dia30MeuFilhoNaoVai",1133860174840717313,0,0,0,1,0,0,0
@luizinho_ny @RoseDBarros #Dia30MeuFilhoNãoVai,1133833509062291456,0,0,0,0,0,0,2
Aqui não é ditadura... governo de 💩!!! #TodosPelaEducação https://t.co/mEe0SPqfkM,1134898829847879680,0,0,0,1,0,0,0
"#Dia30MeuFilhoNaoVai até pq ainda não tenho filho, mas se tivesse não iria participar dessa #Balbúrdia 😂😂😂",1134076823996895233,1,0,0,0,0,0,0
@BrasileirosFirs @lobaoeletrico #BrasilNasRuas,1132778746518355969,0,0,0,0,0,0,1
Bolsonaro e Weintraub ferem a autonomia universitária #Tsunami13A https://t.co/mPMC9nOF3F,1161343661239463936,0,0,0,0,0,1,0
Todos às ruas contra os cortes na educação! Contra esse governo das trevas!!!! #TsunamiDaEducação,1128430148477497347,0,0,0,2,0,0,0
"O livro sempre vence ?
Ou a arma sempre vence ?
#30M
#30MPelaEducacao 
#Educacao",1134226726765174785,0,0,0,1,0,2,0
#BrasilNasRuas https://t.co/uXmaAdevYf,1132795236407762944,0,0,0,0,0,0,2
cansado desse discurso raso da esquerda #13a,1161353776982298626,0,0,0,0,0,0,1
"Hj é dia:
#30m #tsunami30M #brasilpelaeducação #30MpelaEducacao #tsunamidaeducação #contraaReformadaPrevidencia #hojeaaulaenarua #30demaio #15m #tiraamaodomeuif #tiraamaodaminhafederal #tiraamãodafederal #lulalivre #estamosemgreve #lulapresopolitico #forabolsonaro",1134098090061914114,1,0,0,0,0,0,0
#BolsonaroNossoPresidente #Dia30EuVouTrabalhar #Dia30MeuFilhoNaoVai  se seu filho for coagido DENUNCIE https://t.co/j2ZN4j5WRg https://t.co/oG52fiWZ5w,1134098770118008832,1,0,0,0,0,0,0
"Alguém precisa dizer para essa gente que lutar pelos nossos direitos, por uma Educação de qualidade, uma aposentadoria digna, combater a fome, a miséria  e a desigualdade não é ser comunista, é ser Humano.
#ImpeachmentBolsonaro
#30MVaiSerMaior 
#30M",1130881788883156993,1,0,0,0,0,0,1
"WiIiam Waac diz que foi o governo que convocou as manifestações e é mais do mesmo e não vai dar em nada , PQP! @abdo_camila, #BrasilNasRuas @profpaulamarisa, @StePapaiano https://t.co/qKEX1Wb6Zu",1132838857001639936,0,0,0,1,0,0,0
@letsaguiar Hahahaha #Marolinha30M,1134218795457941504,1,0,0,0,0,0,1
#TsunamiDaEducação #NaRuaPelaEducação #TodosPelaEducação #15MGreveGeral #tiraamaodomeuif https://t.co/RSfSstmABG,1128814873331347461,0,0,0,0,0,0,1
@taliriapetrone #Marolinha30M,1134238528160878597,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai https://t.co/jsTo5qDdDh,1134061122645110785,0,0,0,0,0,0,2
"@uneoficial #30MpelaEducacao
#Dia30EuVouSim
#Dia30EuVouMamae
#Tsunami30M",1133829257732546560,0,0,0,0,0,0,1
@recrutacarlos @m_sansilva @vanadias Verdade. #BrasilNasRuas,1132779855005855744,0,0,0,0,0,0,1
#Brasilnasruas,1132796501502169088,0,0,0,0,0,0,1
#15M #NaRuaPelaEducação https://t.co/o5bswEhILA,1128843961932636160,0,0,0,0,0,0,1
#TodosPelaEducação,1128830522916986880,0,0,0,0,0,0,1
@Smith_Hays #Marolinha30M,1134231989257736193,0,0,0,0,0,0,1
É greve por que é grave #NaRuaPelaEducacao,1128729555957690369,0,0,0,1,0,1,0
@NegonaTinhosa #BrasilNasRuas,1132988099112390656,0,0,0,0,0,0,1
"Brasil nas ruas em defesa da educação, da ciência e da tecnologia. Nunca um governo em tão pouco tempo colocou tanta gente nas ruas contra si. 

#TsunamiDaEducação #ForaWeintraub #NaRuaPelaEducação https://t.co/2SZSHXkw2j",1128763289423552513,0,0,0,1,0,0,0
Avante nação brasileira #BrasilNasRuas,1132793378222104576,2,0,0,0,0,0,1
"Resumo da semana 26 a 31 Maio/2019. @PSL_Nacional @pslnacamara #BrasilPelaEducacao #BrasilConservador
https://t.co/BNz6z0dfWv",1134656140111962114,0,0,0,0,0,0,1
"😍🔍 CONFIRA os atos que já estão confirmados pelo Brasil.

✊🏾Se sua cidade ainda não estiver na lista, dá tempo de organizar mais ações contra os cortes e em defesa da educação!

#BrasilEmDefesaDaEducação #30M https://t.co/ZMezDjbVmq",1133066037119856642,1,0,0,0,0,0,0
"Brasil acima de tudo!
#BrasilNasRuas https://t.co/WCtG3QdDGg",1133063541114777600,0,0,0,0,0,0,1
@mamaefalei Kkkk vc e muito doido #Marolinha30M,1134244891427577856,1,0,0,0,0,0,0
Vamos ou não? #Dia30EuVouTrabalhar,1134168905960841216,2,1,0,0,0,0,1
#Dia30MeuFilhoNaoVai https://t.co/vZL2dDvz6r,1134111236281556992,0,0,0,0,0,0,1
@WolfJustice1 #Dia30EuVouTrabalhar,1134166963352231937,0,0,0,0,0,0,1
Não vai nunca! Esquerda nunca mais! #Dia30MeuFilhoNaoVai,1133847354770186241,0,0,1,1,0,0,0
Balbúrdia Bolsonaro é tirar dinheiro da Educação. #30MpelaEducação https://t.co/20H4TlkP2B,1134232085856772096,0,0,0,1,0,0,0
"Pela educação
#Tsunami13A https://t.co/VRreN8lqH4",1161253990807625728,0,0,0,0,0,0,1
#30MpelaEducacao,1134217129421680641,0,0,0,0,0,0,1
"O governo miliciano agiu bastante desde o dia 15: nos ba$tidore$, nas intimidações, nas fakenews de cada dia... 

E, ainda assim, hoje fomos multidões nas ruas.

Afinal, a quem pode interessar o fim da educação pública?

#BrasilPelaEducação #30MpelaEducacao",1134238087599611904,0,0,0,1,0,0,0
#TodosPelaEducação ✊🏻,1128818195589156864,0,0,0,0,0,0,1
Que coisa mais linda! #30MPelaEducacao https://t.co/XbBj4OlnUy,1134220424349462528,2,1,0,0,0,0,1
"@davialcolumbre esperamos com toda ""paciência"" que o a Vossa Sra de continuidade aos trabalhos,bom domingo!
#BrasilNasRuas",1132788792568504321,0,0,0,0,0,1,1
"Campina Grande na rua!!! O que é teu ta guardado, miliciano covarde!!  #TsunamiDaEducação #NaRuaPelaEducação https://t.co/suvn8b33dx",1128789172163141632,0,0,0,0,0,1,0
#NaRuaPelaEducação #TsunamiDaEducação #todospelaeducacao #15M #ForaBolsonaro https://t.co/LvrV6lHCbd,1128978242709463040,0,0,0,0,0,0,1
"💚Para um Brasil educado💚

#Dia30VaiSerMaior
#TsunamiDaEducação 
#TodosPelaEducação
#NasRuasPelaEducação",1129166535636000775,1,1,0,0,0,0,0
"Escutei tanto os álbum anarquista do titãs q to até com vontade de puxar um ato pra dentro de outro dps falar q deu 30 mil pessoas no ato autônomo 
#30M me segura, pq eu n vou fazer isso, maaaas...",1132980700410449920,0,0,0,1,0,0,0
"@AttuchLeonardo #TsunamidaEducação 
#15m",1128420990961238017,0,0,0,0,0,0,1
@gleisi #BrasilNasRuas https://t.co/yZMPfsBEuM,1145480698729521152,0,0,0,0,0,0,1
Começou nossa balbúrdia! Na rua onde o povo está! #TsunamiDaEducação #15M #TiraAMaoDaMinhaFederal #TiraAMãoDoMeuIF #balburdia https://t.co/0EuZy8KZVn,1128647557603786752,1,1,0,0,0,1,0
"#DeMalaECuiaPelaEducacao
.
.
.
.
#Tsunami30M #TsunamiDaEducacao #30MpelaEducacao #30M #BrasilPelaEducacao #EducacaoNaoeBalburdia #balburdia #NaoVaiTerCorteVaiTerLuta https://t.co/88eAapfdTX",1134261277369536512,0,0,0,0,0,0,1
"@Jailson00572124 @RenovaMidia Não desanime...vamos a luta...essa conversa de que não estão nem aí é conversa de malandro cagão.... estão se borrando....vamos manter. pressão....
#GrandeDia 
#BrasilNasRuas",1133051921097469952,1,0,0,0,0,0,0
Como é amado o presidente #30MpelaEducacao #BrasilPelaEducação #TsunamiDaEducacao,1134249277318946816,0,0,0,0,0,0,1
"Cefet, Coltec, if, ufmg, PUC, todo mundo junto, hj o dia foi lindo, é o começo de uma grande luta, perante estes anos que estão por vir 

#TsunamiDaEducação 
#tiraamaodomeucefet 
#NaRuaPelaEducação",1128774203002503168,2,1,0,0,0,0,0
"@EDILSONPEREIRA3 501 comigo. Kkkk
#BrasilNasRuas",1132790092479848448,0,0,0,0,0,0,1
"@grupopemcie hoje presente no ato em defesa da educação pública!
#30M https://t.co/aXDOqtDaNO",1134210706046423045,1,0,0,0,0,0,1
"Gente, hoje no #30MPelaEducacao eu fiquei impressionada e orgulhosa ao percebe que a maioria eram MULHERES E TBM HOMOSSEXUAIS ❤️❤️❤️ nós somos vamos fazer essa revolução!!!",1134240324426043392,2,2,0,0,0,0,0
@RodrigoNobleADV Belezaaaaa... 👏👏👏👏👏👊💚💛 #BrasilNasRuas @camaradeputados @RodrigoMaia @davialcolumbre @SenadoFederal https://t.co/VWDuJj2lD0,1132778559867641856,0,0,0,0,0,0,1
"Tão cortando da educação// 2 e 3 tem TSUNAMI DA EDUCAÇÃO!!
.
.
Confira a programação da sua cidade, se organize e participe !
.
.
https://t.co/TKJUzWYcb5
.
.
#grevegeraldaeducacao #tsunamidaeducação 
.
.
📸 alemiotto_ em… https://t.co/8WGQwaf1ut",1178727712044679168,2,0,0,0,0,0,0
#Dia30MeuFilhoNaoVai manifestação de vagaba... tô fora,1133843146092290048,0,0,0,1,0,0,0
Vamo q vamo galera! Vamos lutar pela educação! #TsunamiDaEducação  #tiramaodomeuif #TiraAMaoDaMinhaFederal #tiraamaodaminhaeducacao https://t.co/ShKmuEIVCt,1128442182610845696,1,0,0,0,0,1,0
"1951
(link: https://t.co/P9PbrrUiCE) https://t.co/qBIq19oVzz  (link: https://t.co/1ayMa8bVI6) https://t.co/B1LUXB3WFH #Quartadetremurasdv #Todospelaeducação #Tsunamidaeducação #NaRuaPelaEducação https://t.co/nm8OEwiXgg",1128832353864953856,0,0,0,0,0,0,1
@GuilhermeBoulos Todos às ruas. #TsunamiDaEducação,1128438991995457537,0,0,0,1,0,0,0
#Tsunami30M #EducacaoNaoeBalburdia #TodosPelaEducacao #Dia30VaiSerMaior https://t.co/CrpwMaKlgz,1133839047716233216,0,0,0,0,0,0,1
"#QuartaDetremuraSDV (♡˙︶˙♡)☝ já está no perfil @xplodninja as duas matérias especiais de hoje 🙌✔
dá um pulinho no perfil prá conferir ٩(❛ัᴗ❛ั⁎)
#JogaNoGoogle
Lula Livre
#TsunamiDaEducacao
#TodosPelaEducação
#NaRuaPelaEducação
#SerieLuanIGTV
Paulista",1128786626518368258,0,0,0,0,0,0,1
ainda há esperança na cidade das mangueiras #30MpelaEducacao https://t.co/5cVcoW0mh4,1134221849674559488,0,0,0,0,0,0,2
"Que lindo o Grito dos Excluídos em Aparecida!
#gritodosexcluidos2019 #aparecidadonortesp #tsunamidaeducação em Bairro Planalto - BH https://t.co/gBmAR1VREX",1170539318508761088,1,0,0,0,0,0,0
"@jornalnacional Deprimente essa tentativa de forçar a barra para transformar a marcha da maconha em uma manifestação.
Meia dúzia de gatos pingados. Não adianta, as imagens falam por si.
Globolixo!!!
#Dia30EuVouTrabalhar",1134233130091589640,0,0,0,1,0,0,0
"#Dia30EuVouTrabalhar limpando a casa, cuidando dos filhos e fazendo janta pra família.",1134175017120542720,0,0,0,0,0,0,1
#30MpelaEducacao https://t.co/xAxqLP4O7m,1134224417788223489,0,0,0,0,0,0,1
"Foi perguntado a uma CRIANÇA de 13 anos que estava na manifestação pela ""Educação"", porque ela não gosta do Bolsonaro e a resposta foi:

""Ele tá tirando a MACONHA que nóis gosta...""

A esquerda infestou muita gente inocente e infectaram com o seu mal!
#Marolinha30M https://t.co/QhNoyPlECw",1134238945485758465,0,0,0,1,0,0,0
"Mesmo com uma forte ventania milhares de jovens lotaram o centro do Rio de Janeiro para protestar contra os cortes na educação.

#Tsunami13A
#TsunamiDaEducação https://t.co/C8RJ9VmaO7",1161399318374428673,1,0,0,0,0,0,1
#Tsunami30M #30MpelaEducacao #BrasilPelaEducação  Batata https://t.co/ZAbduWzZ9o via @YouTube,1134213925938114560,0,0,0,0,0,0,1
"Porto Alegre, RS.

#TsunamiDaEducação

#NaRuaPelaEducação https://t.co/rsDG5TyTuD",1128784618038030336,0,0,0,0,0,0,1
Um país não cresce sem investimento em capital humano. #TsunamiDaEducação,1128403880079974400,0,0,0,0,0,1,0
#LulaLivreSabadoSDV #30M Greve geral de professores e profissionais da educação!,1129891241884307460,1,0,0,0,0,0,1
ASSITAM !!!!!!!!!! URGENTE KIM KATAGUIRI PODERIA SER PRESO SEGUNDO PORTAL AVANÇA BRASIL   https://t.co/oFSkxDYJcV   #BrasilNasRuas,1133011618160365568,1,0,0,0,0,1,0
#NosCansamos #Noscansamos #30M https://t.co/pLsUvBPGCW,1131996370376769539,0,0,0,0,0,0,1
"@valeriamonica7 Difícil colocar o país em ordem!
#BrasilNasRuas",1136722978912256001,0,0,0,0,0,0,1
#30M quem vai?,1133452791471640576,1,1,0,0,0,0,1
@AnisterjaneFerr @Clarkedesouza Sacaneou os militontos kkkkkk #Marolinha30M,1134242106770382854,1,0,0,0,0,0,0
"@gleisi Dia 30 é pra vagabundos, desocupados. 
#Meufilhonaovai",1133850974727090182,0,0,0,1,0,0,0
Isso me parece muito com uma...#Marolinha30M https://t.co/PV6P3Owm4J,1134246715454873600,0,0,0,0,0,0,1
só pode ser piada.... #tiraamãodaminhafederal literalmente https://t.co/IkBwAjqe5I,1132705848877359106,0,0,0,0,0,1,1
"#Marolinha30M

E essa marolinha?",1134247712499654661,0,0,0,1,0,0,0
"#BrasilNasRuas.
#MaiaeAlcolumbreGolpistas.
#ParlamentarismoBrancoNão. https://t.co/13Kms28et2",1133015040595025922,0,0,0,0,0,0,1
"@Desesquerdizada Tudo ""istudanti""... 👏👏👏 #Dia30EuVouTrabalhar",1134247163653971968,0,0,0,0,0,1,0
Já fiz meu cartaz pq amanhã a aula é na rua #TsunamiDaEducação,1128397502556852224,0,0,0,0,0,0,1
#tiraamaodomeuif https://t.co/oCuGMhfz2m,1126455441230303232,0,0,0,0,0,0,1
